basic_block_address,instructions,stack_ops,arithmetic_ops,logical_ops,function_calls,branches,direct_jumps,indirect_jumps,syscalls,r_type,i_type,s_type,u_type,b_type,j_type,times_executed,time
103b4,4,0,2,0,0,1,0,0,0,0,3,0,0,1,0,26624,25.470440204326923
103c4,17,0,6,3,0,0,1,0,0,3,11,2,0,0,1,13312,20.152794471153847
10408,65,0,24,6,0,1,0,0,0,14,42,8,0,1,0,13312,74.65963040865384
10448,49,0,19,2,0,1,0,0,0,11,31,6,0,1,0,39936,112.85712139423077
104fc,4,0,2,0,0,1,0,0,0,0,3,0,0,1,0,832,71.05649038461539
1050c,28,0,11,0,0,1,0,0,0,4,18,5,0,1,0,832,96.18389423076923
10568,5,0,2,0,0,1,0,0,0,0,4,0,0,1,0,52,40.84615384615385
1057c,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,52,21.596153846153847
10584,5,2,2,0,0,0,0,1,0,0,5,0,0,0,0,52,45.67307692307692
10598,7,2,4,0,0,0,0,1,0,0,6,1,0,0,0,1,139.0
105b4,10,2,5,0,0,0,1,0,0,0,6,3,0,0,1,1,135.0
105dc,5,2,2,0,0,0,0,1,0,0,5,0,0,0,0,1,138.0
105f0,7,2,4,0,0,0,1,0,0,0,4,2,0,0,1,1,131.0
1060c,6,2,3,0,0,0,0,1,0,0,6,0,0,0,0,1,103.0
10624,11,2,5,0,0,0,1,0,0,0,5,5,0,0,1,2,131.5
10650,5,0,2,0,0,0,1,0,0,0,2,0,2,0,1,52,67.88461538461539
10664,3,0,1,0,0,0,1,0,0,0,2,0,0,0,1,52,60.63461538461539
10670,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,52,21.596153846153847
1067c,14,0,4,1,0,1,0,0,0,1,10,2,0,1,0,52000,72.48301923076923
106a0,5,0,2,0,0,1,0,0,0,0,4,0,0,1,0,52,43.84615384615385
106b4,4,0,1,0,0,0,1,0,0,0,3,0,0,0,1,52,45.65384615384615
106c4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,52,45.67307692307692
106cc,8,0,3,0,0,1,0,0,0,0,6,1,0,1,0,52,21.596153846153847
106d8,5,0,2,0,0,1,0,0,0,0,4,0,0,1,0,2,87.5
106ec,16,2,6,3,0,0,0,1,0,3,13,0,0,0,0,2,175.5
1072c,17,2,9,1,0,0,0,1,0,1,13,2,1,0,0,1,103.0
107f0,9,2,2,1,0,1,0,0,0,0,4,4,0,1,0,52,45.67307692307692
10834,12,2,3,0,0,0,0,1,0,1,8,3,0,0,0,52,97.21153846153847
108a4,6,1,2,0,0,1,0,0,0,0,3,2,0,1,0,104,111.09615384615384
108c4,14,0,3,0,0,1,0,0,0,3,7,3,0,1,0,104,114.26923076923077
10934,3,0,0,0,0,1,0,0,0,0,2,0,0,1,0,104,108.82692307692308
10948,9,1,2,0,0,0,0,1,0,0,7,2,0,0,0,104,211.6153846153846
1096c,11,2,4,0,0,0,1,0,0,1,5,4,0,0,1,52,21.596153846153847
10998,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,52,230.75
109a4,7,0,3,0,0,0,1,0,0,1,5,0,0,0,1,52,536.0384615384615
109c0,6,2,2,0,0,0,0,1,0,0,6,0,0,0,0,52,91.98076923076923
10a6c,8,2,4,0,0,0,0,1,0,0,6,2,0,0,0,104,32.08653846153846
10a8c,5,2,2,0,0,0,1,0,0,0,2,2,0,0,1,1,104.0
10aa0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,139.0
